1508687283891357,12E,C6 80 02 7F D0 FF FF 00
1508687283891365,090,1A 00 00 00 00 00 00 00
1508687283891368,0C6,75 12 80 0A 80 08 BA AC
1508687283891375,242,00 00 FF EF FE 00 0D 00
1508687283891377,29C,00 00 00 00 FF FF FF FF
1508687283891379,352,5C 00 00 1A 00 00 00 00
1508687283895300,1F6,1E 20 82 36 80 05 FF FE
1508687283895329,186,1C 20 32 C3 20 00 2A 00
1508687283895711,18A,32 00 00 07 0C 04 00 00
1508687283896597,4AC,80 00 00 00 00 00 00 00
1508687283896772,211,4E 37 18 D7 18 00 00 00
1508687283896831,45C,00 00 00 00 00 00 00 00
1508687283897208,214,FB FE 00 00 00 00 00 00
1508687283897218,5DF,00 84 00 00 00 00 00 00
1508687283900328,12E,C5 80 02 7F D0 FF FF 00
1508687283900357,090,1A 00 00 00 00 00 00 00
1508687283901062,0C6,75 12 80 14 80 08 BC A0
1508687283901072,29A,00 00 00 00 00 00 07 F8
1508687283901089,2B7,00 E0 FF FE 01 00 00 00
1508687283905236,1F6,1E 20 82 36 80 05 FF FE
1508687283905347,186,1C 20 32 D3 20 00 2A 00
1508687283905685,18A,32 00 00 07 0C 04 00 00
1508687283906597,217,26 0D 08 00 00 00 60 00
1508687283906925,2C6,FF FF FF FF FF F0 00 00
1508687283910322,12E,C5 80 02 7F D0 FF FF 00
1508687283910410,090,1A 00 00 00 00 00 00 00
1508687283910687,0C6,75 12 80 00 80 08 BE B2
1508687283910786,242,00 00 FF EF FE 00 0D 00
1508687283911154,29C,00 00 00 00 FF FF FF FF
1508687283911430,354,00 00 00 00 00 00 00 00
1508687283911435,392,05 55 30 0C 00 00 00 00
1508687283915234,5E9,00 38 00 00 00 18 00 00
1508687283915299,186,1C 20 32 D3 20 00 2A 00
1508687283915670,18A,32 00 00 07 0C 04 00 00
1508687283919209,1F6,1E 20 82 36 80 05 FF FE
1508687283919223,211,4E 38 18 D7 18 00 00 00
1508687283919246,214,FB FE 00 00 00 00 00 00
1508687283919247,68B,D2 0C 2C 00 00 00 00 00
1508687283919248,653,00 01 58 00 00 00 00 00
1508687283920198,12E,C6 80 02 7F D0 FF FF 00
1508687283920314,090,1A 00 00 00 00 00 00 00
1508687283920677,0C6,75 12 7F F6 80 08 A0 DB
1508687283920766,29A,00 00 00 00 00 00 08 F7
1508687283920989,2B7,00 E0 FF FE 01 00 00 00
