28160,2C0,14 00 00 00 00 00 00 00
28550,316,05 2A 1C 0A 2A 22 00 80
28790,18F,FE 2F 00 00 00 3F 00 00
29020,260,21 2A 2B 30 02 90 69 29
29260,2A0,40 00 5D 1C D3 05 EC 00
29490,329,40 AB 7F 14 12 20 00 14
29730,545,D8 59 00 90 00 00 00 00
31559,43F,01 45 60 FF 43 00 00 00
31809,370,00 20 00 00 00 00 00 00
32060,440,FF 01 00 00 FF 00 00 00
32680,350,05 28 24 74 74 00 00 09
32920,4F0,00 00 00 80 00 3D 27 14
33830,430,00 00 00 00 00 00 00 00
34070,4B1,06 C4 3C E0 00 00 00 E6
34310,1F1,00 D5 00 00 00 00 00 00
34560,153,00 00 00 FF 00 FF 00 00
34810,002,00 00 00 00 00 00 0A D8
35230,0A0,6C 78 1C 0A 00 21 02 00
35470,0A1,80 82 00 00 2A 00 00 00
35720,130,01 80 00 FF 3E 80 0A 6B
35950,131,0E 80 00 00 52 7F 0A 8A
36190,140,00 00 00 00 08 29 2A 30
36370,2B0,C9 FF 00 07 20 00 00 00
38150,2C0,14 00 00 00 00 00 00 00
38380,316,05 2B 1C 0A 2B 22 00 80
38620,18F,FE 2F 00 00 00 3F 00 00
38860,260,20 2B 2B 30 02 90 6F 34
39090,2A0,60 00 5D 1C D3 05 EC 00
39330,329,40 AB 7F 14 12 20 00 14
39570,545,D8 00 00 8E 00 00 00 00
41590,43F,01 45 60 FF 43 00 00 00
41840,370,00 20 00 00 00 00 00 00
42090,440,FF 01 00 00 FF 00 00 00
42340,690,00 00 00 00 80 22 00 00
42820,350,05 28 34 74 75 00 00 18
43540,5F0,00 00 00 00 00 00 00 00
43830,002,00 00 00 00 00 00 0B C5
44080,153,00 00 00 FF 00 FF 00 00
44680,130,02 80 00 FF 45 80 0B 59
44920,131,05 80 00 00 60 7F 0B 89
45160,140,00 00 00 00 0A 20 2B 38
45760,2B0,C9 FF 00 07 31 00 00 00
48140,2C0,14 00 00 00 00 00 00 00
48440,316,05 2B 1C 0A 2B 22 00 80
48690,18F,FE 2F 00 00 00 3F 00 00
48920,260,20 2B 2B 30 02 90 71 00
49160,2A0,00 00 5D 1C D3 05 EC 00
49400,329,40 AB 7F 14 12 20 00 14
49640,545,D8 00 00 8D 00 00 00 00
51530,43F,01 45 60 FF 43 00 00 00
51780,370,00 20 00 00 00 00 00 00
52030,440,FF 01 00 00 FF 00 00 00
52670,350,05 28 44 74 75 00 00 68
52910,4F0,00 00 00 80 00 3D 27 14
